filename,character,id,description
PO.S2.E1.C09 Council settle for peace; Mel stops Ambessa manipulation.mp4,Piltover,PO.S2.E1.C09,Council settle for peace; Mel stops Ambessa manipulation
CL.S2.E1.C10 Caitlyn reads memorial letters.mp4,Caitlyn,CL.S2.E1.C10,Caitlyn reads memorial letters
CL.S2.E1.C11 Caitlyn receives Kiramann key.mp4,Caitlyn,CL.S2.E1.C11,Caitlyn receives Kiramann key
VI.S2.E1.C12 Vi visits Caitlyn's home; racism.mp4,Vi,VI.S2.E1.C12,Vi visits Caitlyn's home; racism
CL.S2.E1.C13 Caitlyn cries in Vi's arms.mp4,Caitlyn,CL.S2.E1.C13,Caitlyn cries in Vi's arms
VI.S2.E1.C14 Vi gets invited to enforcers; leaves Caitlyn.mp4,Vi,VI.S2.E1.C14,Vi gets invited to enforcers; leaves Caitlyn
VI.S2.E1.C15 Vi sad in the rain.mp4,Vi,VI.S2.E1.C15,Vi sad in the rain
LR.S2.E1.C16 Loris introduction.mp4,Loris,LR.S2.E1.C16,Loris introduction
ML.S2.E1.C17 Mel goes to Jayce and sees Victor.mp4,Mel,ML.S2.E1.C17,Mel goes to Jayce and sees Victor
ML.S2.E1.C18 Mel talks to Jayce about aftermath.mp4,Mel,ML.S2.E1.C18,Mel talks to Jayce about aftermath
CL.S2.E1.C19 Caitlyn mourns in garden.mp4,Caitlyn,CL.S2.E1.C19,Caitlyn mourns in garden
CL.S2.E1.C20 Caitlyn imagines shooting Jinx.mp4,Caitlyn,CL.S2.E1.C20,Caitlyn imagines shooting Jinx
CL.S2.E1.C21 Caitlyn talks to Jayce about mother.mp4,Caitlyn,CL.S2.E1.C21,Caitlyn talks to Jayce about mother
CL.S2.E1.C22 Caitlyn talks to Jayce about Jinx; angry.mp4,Caitlyn,CL.S2.E1.C22,Caitlyn talks to Jayce about Jinx; angry
VI.S2.E1.C23 Vi gets drunk with Loris.mp4,Vi,VI.S2.E1.C23,Vi gets drunk with Loris
VI.S2.E1.C24 Vi joins enforcers.mp4,Vi,VI.S2.E1.C24,Vi joins enforcers
VI.S2.E1.C25 Vi goes to memorial with Loris.mp4,Vi,VI.S2.E1.C25,Vi goes to memorial with Loris
PO.S2.E1.C26 Councilor memorial speech.mp4,Piltover,PO.S2.E1.C26,Councilor memorial speech
PO.S2.E1.C27 Mel starts memorial ceremony.mp4,Piltover,PO.S2.E1.C27,Mel starts memorial ceremony
PO.S2.E1.C28 Renni attacks ceremony.mp4,Piltover,PO.S2.E1.C28,Renni attacks ceremony
JC.S2.E1.C29 Jayce vs Renni.mp4,Jayce,JC.S2.E1.C29,Jayce vs Renni
PO.S2.E1.C30 Chemtanks attack Piltover.mp4,Piltover,PO.S2.E1.C30,Chemtanks attack Piltover
VI.S2.E1.C31 Vi saves Caitlyn and Jayce from Chemtanks.mp4,Vi,VI.S2.E1.C31,Vi saves Caitlyn and Jayce from Chemtanks
PO.S2.E1.C32 Noxians defeat chemtanks.mp4,Piltover,PO.S2.E1.C32,Noxians defeat chemtanks
PO.S2.E1.C33 Memorial attack aftermath.mp4,Piltover,PO.S2.E1.C33,Memorial attack aftermath
CL.S2.E1.C34 Caitlyn rages at Zaun to Vi.mp4,Caitlyn,CL.S2.E1.C34,Caitlyn rages at Zaun to Vi
CL.S2.E1.C35 Caitlyn uses key; learns about kiramanns.mp4,Caitlyn,CL.S2.E1.C35,Caitlyn uses key; learns about kiramanns
JC.S2.E1.C36 Jayce makes hextech weapons.mp4,Jayce,JC.S2.E1.C36,Jayce makes hextech weapons
PO.S2.E1.C37 Council discuss attacking Zaun.mp4,Piltover,PO.S2.E1.C37,Council discuss attacking Zaun
CL.S2.E1.C38 Caitlyn forms strike force.mp4,Caitlyn,CL.S2.E1.C38,Caitlyn forms strike force
VT.S2.E1.C39 Viktor is alive in hexcore.mp4,Viktor,VT.S2.E1.C39,Viktor is alive in hexcore
XX.S2.E1.C40 Singed attacks wolves.mp4,Singed,XX.S2.E1.C40,Singed attacks wolves
JX.S2.E2.C01 Jinx releases Silco's body.mp4,Jinx,JX.S2.E2.C01,Jinx releases Silco's body
JX.S2.E2.C02 Jinx screams.mp4,Jinx,JX.S2.E2.C02,Jinx screams
ZN.S2.E2.C03 Zaun power vacuum.mp4,Zaun,ZN.S2.E2.C03,Zaun power vacuum
ZN.S2.E2.C04 Zaun infighting.mp4,Zaun,ZN.S2.E2.C04,Zaun infighting
JX.S2.E2.C05 Jinx walks through dangerous Zaun.mp4,Jinx,JX.S2.E2.C05,Jinx walks through dangerous Zaun
IS.S2.E2.C06 Isha introduction.mp4,Isha,IS.S2.E2.C06,Isha introduction
IS.S2.E2.C07 Isha meets Jinx.mp4,Isha,IS.S2.E2.C07,Isha meets Jinx
ZN.S2.E2.C08 Smeech introduced.mp4,Zaun,ZN.S2.E2.C08,Smeech introduced
ZN.S2.E2.C09 Zaun gangs vs the Grey.mp4,Zaun,ZN.S2.E2.C09,Zaun gangs vs the Grey
SV.S2.E2.C10 Sevika deals with Chembarons.mp4,Sevika,SV.S2.E2.C10,Sevika deals with Chembarons
SV.S2.E2.C11 Sevika angry at Silco dying.mp4,Sevika,SV.S2.E2.C11,Sevika angry at Silco dying
SV.S2.E2.C12 Sevika reconciles with Jinx.mp4,Sevika,SV.S2.E2.C12,Sevika reconciles with Jinx
ZN.S2.E2.C13 Jinx is followed.mp4,Zaun,ZN.S2.E2.C13,Jinx is followed
VT.S2.E2.C14 Viktor wakes up; changed.mp4,Viktor,VT.S2.E2.C14,Viktor wakes up; changed
EK.S2.E2.C15 Ekko firelight aftermath.mp4,Ekko,EK.S2.E2.C15,Ekko firelight aftermath
EK.S2.E2.C16 Ekko and Heimerdinger discuss Arcane corruption.mp4,Ekko,EK.S2.E2.C16,Ekko and Heimerdinger discuss Arcane corruption
HM.S2.E2.C17 Heimerdinger and Ekko sneak.mp4,Heimerdinger,HM.S2.E2.C17,Heimerdinger and Ekko sneak
EK.S2.E2.C18 Ekko and Heimerdinger meet Jayce.mp4,Ekko,EK.S2.E2.C18,Ekko and Heimerdinger meet Jayce
VT.S2.E2.C19 Viktor walks through Zaun.mp4,Viktor,VT.S2.E2.C19,Viktor walks through Zaun
JX.S2.E2.C20 Jinx builds new arm.mp4,Jinx,JX.S2.E2.C20,Jinx builds new arm
JX.S2.E2.C21 Jinx escapes Enforcers.mp4,Jinx,JX.S2.E2.C21,Jinx escapes Enforcers
EF.S2.E2.C22 Enforcers hunt Jinx.mp4,Enforcers,EF.S2.E2.C22,Enforcers hunt Jinx
JX.S2.E2.C23 Jinx jumped by Smeech.mp4,Jinx,JX.S2.E2.C23,Jinx jumped by Smeech
JX.S2.E2.C24 Jinx saved by Sevika.mp4,Jinx,JX.S2.E2.C24,Jinx saved by Sevika
SV.S2.E2.C25 Sevika Jinx vs Smeech.mp4,Sevika,SV.S2.E2.C25,Sevika Jinx vs Smeech
IS.S2.E2.C26 Isha saves Jinx.mp4,Isha,IS.S2.E2.C26,Isha saves Jinx
SV.S2.E2.C27 Sevika thanks Jinx.mp4,Sevika,SV.S2.E2.C27,Sevika thanks Jinx
XX.S2.E2.C28 Singed dissects wolves.mp4,Singed,XX.S2.E2.C28,Singed dissects wolves
VT.S2.E2.C29 Viktor cures addicts.mp4,Viktor,VT.S2.E2.C29,Viktor cures addicts
CL.S2.E3.C01 Caitlyn learns about the Grey.mp4,Caitlyn,CL.S2.E3.C01,Caitlyn learns about the Grey
EF.S2.E3.C02 Enforcers suit up.mp4,Enforcers,EF.S2.E3.C02,Enforcers suit up
EF.S2.E3.C03 Enforcers smoke raid Zaun.mp4,Enforcers,EF.S2.E3.C03,Enforcers smoke raid Zaun
EF.S2.E3.C04 Enforcers surprised.mp4,Enforcers,EF.S2.E3.C04,Enforcers surprised
EF.S2.E3.C05 Enforcers interrogate Zaunite.mp4,Enforcers,EF.S2.E3.C05,Enforcers interrogate Zaunite
AB.S2.E3.C06 Ambessa vs black rose.mp4,Ambessa,AB.S2.E3.C06,Ambessa vs black rose
CL.S2.E3.C07 Caitlyn kisses Vi.mp4,Caitlyn,CL.S2.E3.C07,Caitlyn kisses Vi
EF.S2.E3.C08 Enforcers split up.mp4,Enforcers,EF.S2.E3.C08,Enforcers split up
EF.S2.E3.C09 Vi and Cait hunt jinx.mp4,Enforcers,EF.S2.E3.C09,Vi and Cait hunt jinx
AB.S2.E3.C10 Ambessa talks to Salo.mp4,Ambessa,AB.S2.E3.C10,Ambessa talks to Salo
ML.S2.E3.C11 Mel talks to Lest about Ambessa.mp4,Mel,ML.S2.E3.C11,Mel talks to Lest about Ambessa
EF.S2.E3.C12 Vi and Cait in pipes.mp4,Enforcers,EF.S2.E3.C12,Vi and Cait in pipes
JC.S2.E3.C13 Jayce explains wild rune.mp4,Jayce,JC.S2.E3.C13,Jayce explains wild rune
ML.S2.E3.C14 Mel talks to Elora about Ambessa.mp4,Mel,ML.S2.E3.C14,Mel talks to Elora about Ambessa
JC.S2.E3.C15 Jayce Ekko Heim trapped in Arcane.mp4,Jayce,JC.S2.E3.C15,Jayce Ekko Heim trapped in Arcane
EF.S2.E3.C16 Enforcers attack Jinx.mp4,Enforcers,EF.S2.E3.C16,Enforcers attack Jinx
CL.S2.E3.C17 Caitlyn vs Sevika.mp4,Caitlyn,CL.S2.E3.C17,Caitlyn vs Sevika
VI.S2.E3.C18 Vi vs Jinx.mp4,Vi,VI.S2.E3.C18,Vi vs Jinx
EF.S2.E3.C19 Enforcers finish Jinx.mp4,Enforcers,EF.S2.E3.C19,Enforcers finish Jinx
ZN.S2.E3.C20 Zaun smoke attack.mp4,Zaun,ZN.S2.E3.C20,Zaun smoke attack
PO.S2.E3.C21 Piltover gets vandalized.mp4,Piltover,PO.S2.E3.C21,Piltover gets vandalized
CL.S2.E3.C22 Caitlyn breaks up with Vi.mp4,Caitlyn,CL.S2.E3.C22,Caitlyn breaks up with Vi
ML.S2.E3.C23 Mel gets kidnapped by black rose.mp4,Mel,ML.S2.E3.C23,Mel gets kidnapped by black rose
PO.S2.E3.C24 Piltover paint aftermath.mp4,Piltover,PO.S2.E3.C24,Piltover paint aftermath
AB.S2.E3.C25 Ambessa convinces Piltover to war.mp4,Ambessa,AB.S2.E3.C25,Ambessa convinces Piltover to war
AB.S2.E3.C26 Ambessa makes Caitlyn commander.mp4,Ambessa,AB.S2.E3.C26,Ambessa makes Caitlyn commander
AB.S2.E3.C27 Ambessa hires Renni.mp4,Ambessa,AB.S2.E3.C27,Ambessa hires Renni
XX.S2.E3.C28 Singed makes Warwick.mp4,Singed,XX.S2.E3.C28,Singed makes Warwick
LR.S2.E3.C29 Loris leaves enforcers.mp4,Loris,LR.S2.E3.C29,Loris leaves enforcers
MD.S2.E3.C30 Maggie thumps for Caitlyn.mp4,Maddie,MD.S2.E3.C30,Maggie thumps for Caitlyn
PO.S2.E4.C01 Martial law and rebels.mp4,Piltover,PO.S2.E4.C01,Martial law and rebels
IS.S2.E4.C02 Isha admires Jinx.mp4,Isha,IS.S2.E4.C02,Isha admires Jinx
CL.S2.E4.C03 Caitlyn and Maddie.mp4,Caitlyn,CL.S2.E4.C03,Caitlyn and Maddie
IS.S2.E4.C04 Isha bug fight.mp4,Isha,IS.S2.E4.C04,Isha bug fight
IS.S2.E4.C05 Isha and Jinx play.mp4,Isha,IS.S2.E4.C05,Isha and Jinx play
IS.S2.E4.C06 Isha wants to dye hair.mp4,Isha,IS.S2.E4.C06,Isha wants to dye hair
JX.S2.E4.C07 Jinx dyes Isha's hair.mp4,Jinx,JX.S2.E4.C07,Jinx dyes Isha's hair
IS.S2.E4.C08 Isha plays with grenade.mp4,Isha,IS.S2.E4.C08,Isha plays with grenade
IS.S2.E4.C09 Isha wants gun.mp4,Isha,IS.S2.E4.C09,Isha wants gun
AB.S2.E4.C10 Ambessa wants scientists.mp4,Ambessa,AB.S2.E4.C10,Ambessa wants scientists
IS.S2.E4.C11 Isha attacks prison.mp4,Isha,IS.S2.E4.C11,Isha attacks prison
ZN.S2.E4.C12 Zaun prison.mp4,Zaun,ZN.S2.E4.C12,Zaun prison
CL.S2.E4.C13 Caitlyn and Ambessa.mp4,Caitlyn,CL.S2.E4.C13,Caitlyn and Ambessa
PO.S2.E4.C14 Salo learns about Viktor.mp4,Piltover,PO.S2.E4.C14,Salo learns about Viktor
SV.S2.E4.C15 Sevika asks Jinx to rally.mp4,Sevika,SV.S2.E4.C15,Sevika asks Jinx to rally
JX.S2.E4.C16 Jinx talks to dead Silco.mp4,Jinx,JX.S2.E4.C16,Jinx talks to dead Silco
CL.S2.E4.C17 Caitlyn visits mom statue.mp4,Caitlyn,CL.S2.E4.C17,Caitlyn visits mom statue
PO.S2.E4.C18 Riktus interrogates.mp4,Piltover,PO.S2.E4.C18,Riktus interrogates
FL.S2.E4.C19 Firelights mourn Ekko.mp4,Firelights,FL.S2.E4.C19,Firelights mourn Ekko
SV.S2.E4.C20 Sevika visits Vander.mp4,Sevika,SV.S2.E4.C20,Sevika visits Vander
ZN.S2.E4.C21 Zaun rally.mp4,Zaun,ZN.S2.E4.C21,Zaun rally
IS.S2.E4.C22 Isha rallies Zaun.mp4,Isha,IS.S2.E4.C22,Isha rallies Zaun
EF.S2.E4.C23 Piltover arrests Zaun rally.mp4,Enforcers,EF.S2.E4.C23,Piltover arrests Zaun rally
IS.S2.E4.C24 Isha vs Riktus.mp4,Isha,IS.S2.E4.C24,Isha vs Riktus
XX.S2.E4.C25 Singed awakens Warwick.mp4,Singed,XX.S2.E4.C25,Singed awakens Warwick
JX.S2.E4.C26 Jinx looks for Isha.mp4,Jinx,JX.S2.E4.C26,Jinx looks for Isha
JX.S2.E4.C27 Jinx breakdown; learns Isha arrested.mp4,Jinx,JX.S2.E4.C27,Jinx breakdown; learns Isha arrested
ZN.S2.E4.C28 Zaunites shipped to prison.mp4,Zaun,ZN.S2.E4.C28,Zaunites shipped to prison
WW.S2.E4.C29 Warwick pursues trail.mp4,Warwick,WW.S2.E4.C29,Warwick pursues trail
JX.S2.E4.C30 Jinx attacks enforcer.mp4,Jinx,JX.S2.E4.C30,Jinx attacks enforcer
JX.S2.E4.C31 Jinx flips enforcer off.mp4,Jinx,JX.S2.E4.C31,Jinx flips enforcer off
JX.S2.E4.C32 Jinx arrests Sevika.mp4,Jinx,JX.S2.E4.C32,Jinx arrests Sevika
JX.S2.E4.C33 Jinx breaks into prison.mp4,Jinx,JX.S2.E4.C33,Jinx breaks into prison
JX.S2.E4.C34 Jinx breaks into prison.mp4,Jinx,JX.S2.E4.C34,Jinx breaks into prison
EF.S2.E4.C35 Enforcers in prison.mp4,Enforcers,EF.S2.E4.C35,Enforcers in prison
JX.S2.E4.C36 Jinx frees prisoners.mp4,Jinx,JX.S2.E4.C36,Jinx frees prisoners
AB.S2.E4.C37 Ambessa vs Warwick.mp4,Ambessa,AB.S2.E4.C37,Ambessa vs Warwick
JX.S2.E4.C38 Jinx saves Zaunites.mp4,Jinx,JX.S2.E4.C38,Jinx saves Zaunites
JX.S2.E4.C39 Jinx saves Isha in prison.mp4,Jinx,JX.S2.E4.C39,Jinx saves Isha in prison
IS.S2.E4.C40 Isha wants to help Jinx; Sevika takes her away.mp4,Isha,IS.S2.E4.C40,Isha wants to help Jinx; Sevika takes her away
JX.S2.E4.C41 Jinx vs Warwick.mp4,Jinx,JX.S2.E4.C41,Jinx vs Warwick
JX.S2.E4.C42 Jinx fights Warwick in prison.mp4,Jinx,JX.S2.E4.C42,Jinx fights Warwick in prison
JX.S2.E4.C43 Jinx loses against Warwick.mp4,Jinx,JX.S2.E4.C43,Jinx loses against Warwick
WW.S2.E4.C44 Warwick comes to senses with Jinx.mp4,Warwick,WW.S2.E4.C44,Warwick comes to senses with Jinx
VI.S2.E5.C01 Emo Vi introduction.mp4,Vi,VI.S2.E5.C01,Emo Vi introduction
VI.S2.E5.C02 Emo Vi muscles badass.mp4,Vi,VI.S2.E5.C02,Emo Vi muscles badass
VI.S2.E5.C03 Vi drinks at club bar.mp4,Vi,VI.S2.E5.C03,Vi drinks at club bar
VI.S2.E5.C04 Vi winning in fight club.mp4,Vi,VI.S2.E5.C04,Vi winning in fight club
VI.S2.E5.C05 Vi applies grease.mp4,Vi,VI.S2.E5.C05,Vi applies grease
VI.S2.E5.C06 Vi bleeding punches mirror.mp4,Vi,VI.S2.E5.C06,Vi bleeding punches mirror
VI.S2.E5.C07 Vi drowns herself.mp4,Vi,VI.S2.E5.C07,Vi drowns herself
VI.S2.E5.C08 Vi's small apartment.mp4,Vi,VI.S2.E5.C08,Vi's small apartment
VI.S2.E5.C09 Vi gets walked home; pushes away friend; trudges home alone.mp4,Vi,VI.S2.E5.C09,Vi gets walked home; pushes away friend; trudges home alone
VI.S2.E5.C10 Vi sees war banner; Caitlyn.mp4,Vi,VI.S2.E5.C10,Vi sees war banner; Caitlyn
VI.S2.E5.C11 Vi loses and knocked out in fight club.mp4,Vi,VI.S2.E5.C11,Vi loses and knocked out in fight club
VI.S2.E5.C12 Vi dancing in club; sees Caitlyn; punches weirdo.mp4,Vi,VI.S2.E5.C12,Vi dancing in club; sees Caitlyn; punches weirdo
VI.S2.E5.C13 Vi drinks alone; watched by Jinx.mp4,Vi,VI.S2.E5.C13,Vi drinks alone; watched by Jinx
ZN.S2.E5.C14 Zaun fight ring.mp4,Zaun,ZN.S2.E5.C14,Zaun fight ring
ZN.S2.E5.C15 Vi wins; Crowd surprised.mp4,Zaun,ZN.S2.E5.C15,Vi wins; Crowd surprised
ZN.S2.E5.C16 Everyone cheers for Vi fighting.mp4,Zaun,ZN.S2.E5.C16,Everyone cheers for Vi fighting
JX.S2.E5.C17 Jinx bets on Vi.mp4,Jinx,JX.S2.E5.C17,Jinx bets on Vi
JX.S2.E5.C18 Jinx watches emo vi.mp4,Jinx,JX.S2.E5.C18,Jinx watches emo vi
VI.S2.E5.C19 Vi reuinites with Jinx.mp4,Vi,VI.S2.E5.C19,Vi reuinites with Jinx
PO.S2.E5.C20 Stillwater aftermath.mp4,Piltover,PO.S2.E5.C20,Stillwater aftermath
CL.S2.E5.C21 Caitlyn meets Singed.mp4,Caitlyn,CL.S2.E5.C21,Caitlyn meets Singed
XX.S2.E5.C22 Singed interrogation.mp4,Singed,XX.S2.E5.C22,Singed interrogation
ML.S2.E5.C23 Mel wakes up in dungeon.mp4,Mel,ML.S2.E5.C23,Mel wakes up in dungeon
ML.S2.E5.C24 Mel watches Elora die.mp4,Mel,ML.S2.E5.C24,Mel watches Elora die
ML.S2.E5.C25 Mel meets man in dungeon.mp4,Mel,ML.S2.E5.C25,Mel meets man in dungeon
ML.S2.E5.C26 Mel meets Kino.mp4,Mel,ML.S2.E5.C26,Mel meets Kino
VI.S2.E5.C27 Vi joins Jinx and Isha.mp4,Vi,VI.S2.E5.C27,Vi joins Jinx and Isha
JX.S2.E5.C28 Jinx Vi Isha look for Warwick.mp4,Jinx,JX.S2.E5.C28,Jinx Vi Isha look for Warwick
VI.S2.E5.C29 Vi Jinx squabble.mp4,Vi,VI.S2.E5.C29,Vi Jinx squabble
JX.S2.E5.C30 Jinx reconciles with Vi.mp4,Jinx,JX.S2.E5.C30,Jinx reconciles with Vi
AB.S2.E5.C31 Ambessa makes deal with Singed.mp4,Ambessa,AB.S2.E5.C31,Ambessa makes deal with Singed
WW.S2.E5.C32 Warwick memories.mp4,Warwick,WW.S2.E5.C32,Warwick memories
ML.S2.E5.C33 Mel solves puzzle with Kino.mp4,Mel,ML.S2.E5.C33,Mel solves puzzle with Kino
XX.S2.E5.C34 Singed cooks meth.mp4,Singed,XX.S2.E5.C34,Singed cooks meth
CL.S2.E5.C35 Caitlyn investigates Singed.mp4,Caitlyn,CL.S2.E5.C35,Caitlyn investigates Singed
XX.S2.E5.C36 Singed and his daughter.mp4,Singed,XX.S2.E5.C36,Singed and his daughter
ML.S2.E5.C37 Mel realizes she's captured.mp4,Mel,ML.S2.E5.C37,Mel realizes she's captured
ML.S2.E5.C38 Mel uses magic.mp4,Mel,ML.S2.E5.C38,Mel uses magic
WW.S2.E5.C39 Warwick hunts Jinx Vi Isha.mp4,Warwick,WW.S2.E5.C39,Warwick hunts Jinx Vi Isha
VI.S2.E5.C40 Vi and Jinx learn about fathers past.mp4,Vi,VI.S2.E5.C40,Vi and Jinx learn about fathers past
VI.S2.E5.C41 Vi vs Warwick.mp4,Vi,VI.S2.E5.C41,Vi vs Warwick
VD.S2.E5.C42 Vander Silco Vi mom backstory.mp4,Vander,VD.S2.E5.C42,Vander Silco Vi mom backstory
JX.S2.E5.C43 Jinx Vi Warwick Isha hug.mp4,Jinx,JX.S2.E5.C43,Jinx Vi Warwick Isha hug
JC.S2.E5.C44 Jayce released from arcane; kills Salo.mp4,Jayce,JC.S2.E5.C44,Jayce released from arcane; kills Salo
VT.S2.E6.C01 Viktor looks inside Jayce.mp4,Viktor,VT.S2.E6.C01,Viktor looks inside Jayce
PO.S2.E6.C02 Noxus fleet.mp4,Piltover,PO.S2.E6.C02,Noxus fleet
CL.S2.E6.C03 Caitlyn trains with Ambessa.mp4,Caitlyn,CL.S2.E6.C03,Caitlyn trains with Ambessa
JX.S2.E6.C04 Jinx gang go see Viktor.mp4,Jinx,JX.S2.E6.C04,Jinx gang go see Viktor
ZN.S2.E6.C05 Zaun Commune.mp4,Zaun,ZN.S2.E6.C05,Zaun Commune
VT.S2.E6.C06 Viktor tries to heal Warwick.mp4,Viktor,VT.S2.E6.C06,Viktor tries to heal Warwick
VT.S2.E6.C07 Viktor talks to Vi Jinx.mp4,Viktor,VT.S2.E6.C07,Viktor talks to Vi Jinx
VT.S2.E6.C08 Viktor healing Warwick.mp4,Viktor,VT.S2.E6.C08,Viktor healing Warwick
VT.S2.E6.C09 Viktor explores Vander mind.mp4,Viktor,VT.S2.E6.C09,Viktor explores Vander mind
VD.S2.E6.C10 Vander and Vi mom.mp4,Vander,VD.S2.E6.C10,Vander and Vi mom
VI.S2.E6.C11 Vi wants Jinx to stay at commune.mp4,Vi,VI.S2.E6.C11,Vi wants Jinx to stay at commune
